h,h_p,lambda,gamma,run_index,active_set,majority
0.8,0.8,0.2,0.9,4,1306.76,1224.507
0.8,0.8,0.2,0.9,5,1294.182,1210.036
0.8,0.8,0.2,0.9,6,1306.453,1223.322
0.8,0.8,0.2,0.9,7,1287.218,1187.11
0.8,0.8,0.2,0.9,8,1305.915,1231.535
0.8,0.8,0.2,0.9,9,1262.433,1176.941
0.8,0.8,0.5,0.1,0,1105.284,838.086
0.8,0.8,0.5,0.1,1,1065.025,794.063
0.8,0.8,0.5,0.1,2,1061.611,765.873
0.8,0.8,0.5,0.1,3,1066.729,796.089
0.8,0.8,0.5,0.1,4,1103.526,835.934
0.8,0.8,0.5,0.1,5,1096.49,816.697
0.8,0.8,0.5,0.1,6,1097.842,827.325
0.8,0.8,0.5,0.1,7,1105.568,824.172
0.8,0.8,0.5,0.1,8,1106.987,849.793
0.8,0.8,0.5,0.1,9,1061.743,781.529
0.8,0.8,0.5,0.2,0,1172.419,939.306
0.8,0.8,0.5,0.2,1,1129.763,893.097
0.8,0.8,0.5,0.2,2,1120.179,859.423
0.8,0.8,0.5,0.2,3,1127.962,889.94
0.8,0.8,0.5,0.2,4,1177.89,947.478
0.8,0.8,0.5,0.2,5,1165.913,923.756
0.8,0.8,0.5,0.2,6,1172.311,941.094
0.8,0.8,0.5,0.2,7,1165.38,918.607
0.8,0.8,0.5,0.2,8,1168.325,942.028
0.8,0.8,0.5,0.2,9,1131.643,888.844
0.8,0.8,0.5,0.3,0,1214.787,1009.608
0.8,0.8,0.5,0.3,1,1170.403,960.523
0.8,0.8,0.5,0.3,2,1156.08,921.334
0.8,0.8,0.5,0.3,3,1164.748,952.567
0.8,0.8,0.5,0.3,4,1215.211,1007.732
0.8,0.8,0.5,0.3,5,1201.159,981.335
0.8,0.8,0.5,0.3,6,1213.312,1009.383
0.8,0.8,0.5,0.3,7,1199.587,977.507
0.8,0.8,0.5,0.3,8,1210.582,1008.816
0.8,0.8,0.5,0.3,9,1166.046,946.427
0.8,0.8,0.5,0.4,0,1243.709,1057.976
0.8,0.8,0.5,0.4,1,1204.811,1020.787
0.8,0.8,0.5,0.4,2,1180.86,970.487
0.8,0.8,0.5,0.4,3,1187.882,994.087
0.8,0.8,0.5,0.4,4,1237.695,1051.311
0.8,0.8,0.5,0.4,5,1224.694,1026.629
0.8,0.8,0.5,0.4,6,1236.375,1052.409
0.8,0.8,0.5,0.4,7,1233.94,1033.509
0.8,0.8,0.5,0.4,8,1239.939,1060.571
0.8,0.8,0.5,0.4,9,1196.226,1000.826
0.8,0.8,0.5,0.5,0,1267.666,1104.519
0.8,0.8,0.5,0.5,1,1222.726,1058.189
0.8,0.8,0.5,0.5,2,1199.611,1008.292
0.8,0.8,0.5,0.5,3,1215.549,1046.013
0.8,0.8,0.5,0.5,4,1264.509,1099.885
0.8,0.8,0.5,0.5,5,1247.213,1069.804
0.8,0.8,0.5,0.5,6,1254.616,1088.56
0.8,0.8,0.5,0.5,7,1247.529,1067.619
0.8,0.8,0.5,0.5,8,1257.701,1094.04
0.8,0.8,0.5,0.5,9,1216.561,1041.986
0.8,0.8,0.5,0.6,0,1278.549,1132.709
0.8,0.8,0.5,0.6,1,1238.989,1092.137
0.8,0.8,0.5,0.6,2,1215.659,1044.666
0.8,0.8,0.5,0.6,3,1226.899,1073.99
0.8,0.8,0.5,0.6,4,1278.119,1131.059
0.8,0.8,0.5,0.6,5,1262.977,1106.326
0.8,0.8,0.5,0.6,6,1276.272,1130.186
0.8,0.8,0.5,0.6,7,1261.836,1101.355
0.8,0.8,0.5,0.6,8,1278.527,1135.146
0.8,0.8,0.5,0.6,9,1234.659,1083.185
0.8,0.8,0.5,0.7,0,1293.708,1166.016
0.8,0.8,0.5,0.7,1,1249.9,1121.203
0.8,0.8,0.5,0.7,2,1231.532,1085.355
0.8,0.8,0.5,0.7,3,1238.991,1103.997
0.8,0.8,0.5,0.7,4,1290.86,1163.564
0.8,0.8,0.5,0.7,5,1280.42,1145.307
0.8,0.8,0.5,0.7,6,1288.434,1161.353
0.8,0.8,0.5,0.7,7,1275.077,1130.291
0.8,0.8,0.5,0.7,8,1287.885,1163.717
0.8,0.8,0.5,0.7,9,1244.61,1110.7
0.8,0.8,0.5,0.8,0,1298.186,1186.189
0.8,0.8,0.5,0.8,1,1259.662,1150.459
0.8,0.8,0.5,0.8,2,1239.649,1116.276
0.8,0.8,0.5,0.8,3,1248.429,1131.298
0.8,0.8,0.5,0.8,4,1301.356,1188.665
0.8,0.8,0.5,0.8,5,1285.318,1167.354
0.8,0.8,0.5,0.8,6,1298.247,1193.037
0.8,0.8,0.5,0.8,7,1284.665,1162.793
0.8,0.8,0.5,0.8,8,1298.912,1193.946
0.8,0.8,0.5,0.8,9,1253.851,1140.127
0.8,0.8,0.5,0.9,0,1306.228,1219.079
0.8,0.8,0.5,0.9,1,1264.074,1170.837
0.8,0.8,0.5,0.9,2,1242.186,1142.653
0.8,0.8,0.5,0.9,3,1251.579,1154.75
0.8,0.8,0.5,0.9,4,1307.256,1219.753
0.8,0.8,0.5,0.9,5,1293.859,1202.867
0.8,0.8,0.5,0.9,6,1310.962,1227.163
0.8,0.8,0.5,0.9,7,1287.567,1185.553
0.8,0.8,0.5,0.9,8,1304.983,1218.419
0.8,0.8,0.5,0.9,9,1262.193,1168.486
0.8,0.8,0.8,0.1,0,1020.561,720.999
0.8,0.8,0.8,0.1,1,991.81,692.16
0.8,0.8,0.8,0.1,2,998.456,678.024
0.8,0.8,0.8,0.1,3,986.856,682.629
0.8,0.8,0.8,0.1,4,1022.392,722.679
0.8,0.8,0.8,0.1,5,1028.828,721.496
0.8,0.8,0.8,0.1,6,1028.432,732.786
0.8,0.8,0.8,0.1,7,1027.152,716.136
0.8,0.8,0.8,0.1,8,1030.141,743.472
0.8,0.8,0.8,0.1,9,1000.425,695.932
0.8,0.8,0.8,0.2,0,1115.517,852.719
0.8,0.8,0.8,0.2,1,1081.182,816.64
0.8,0.8,0.8,0.2,2,1072.344,783.784
0.8,0.8,0.8,0.2,3,1072.632,804.327
0.8,0.8,0.8,0.2,4,1115.751,852.83
0.8,0.8,0.8,0.2,5,1101.968,825.052
0.8,0.8,0.8,0.2,6,1107.189,841.56
0.8,0.8,0.8,0.2,7,1117.426,841.035
0.8,0.8,0.8,0.2,8,1115.821,860.503
0.8,0.8,0.8,0.2,9,1071.827,796.976
0.8,0.8,0.8,0.3,0,1170.793,935.705
0.8,0.8,0.8,0.3,1,1130.173,894.703
0.8,0.8,0.8,0.3,2,1116.608,854.942
0.8,0.8,0.8,0.3,3,1123.452,883.186
0.8,0.8,0.8,0.3,4,1170.03,935.887
0.8,0.8,0.8,0.3,5,1163.249,919.552
0.8,0.8,0.8,0.3,6,1160.435,923.28
0.8,0.8,0.8,0.3,7,1160.568,910.713
0.8,0.8,0.8,0.3,8,1169.741,940.285
0.8,0.8,0.8,0.3,9,1130.031,884.178
0.8,0.8,0.8,0.4,0,1209.327,996.965
0.8,0.8,0.8,0.4,1,1166.213,951.213
0.8,0.8,0.8,0.4,2,1156.426,921.784
0.8,0.8,0.8,0.4,3,1163.921,949.404
0.8,0.8,0.8,0.4,4,1208.064,996.141
0.8,0.8,0.8,0.4,5,1196.458,974.903
0.8,0.8,0.8,0.4,6,1203.846,994.069
0.8,0.8,0.8,0.4,7,1198.774,975.254
0.8,0.8,0.8,0.4,8,1204.628,1000.818
0.8,0.8,0.8,0.4,9,1167.672,948.712
0.8,0.8,0.8,0.5,0,1239.028,1051.422
0.8,0.8,0.8,0.5,1,1202.856,1016.697
0.8,0.8,0.8,0.5,2,1178.508,966.44
0.8,0.8,0.8,0.5,3,1189.581,999.788
0.8,0.8,0.8,0.5,4,1240.325,1054.302
0.8,0.8,0.8,0.5,5,1223.497,1026.04
0.8,0.8,0.8,0.5,6,1235.127,1047.427
0.8,0.8,0.8,0.5,7,1224.729,1020.772
0.8,0.8,0.8,0.5,8,1231.078,1047.957
0.8,0.8,0.8,0.5,9,1196.522,1000.761
0.8,0.8,0.8,0.6,0,1263.821,1098.376
0.8,0.8,0.8,0.6,1,1224.664,1061.077
0.8,0.8,0.8,0.6,2,1200.263,1011.74
0.8,0.8,0.8,0.6,3,1214.405,1046.025
0.8,0.8,0.8,0.6,4,1262.492,1100.653
0.8,0.8,0.8,0.6,5,1246.542,1070.079
0.8,0.8,0.8,0.6,6,1254.579,1086.607
0.8,0.8,0.8,0.6,7,1250.195,1072.341
0.8,0.8,0.8,0.6,8,1251.194,1088.127
0.8,0.8,0.8,0.6,9,1219.504,1048.323
0.8,0.8,0.8,0.7,0,1280.935,1139.418
0.8,0.8,0.8,0.7,1,1240.039,1100.182
0.8,0.8,0.8,0.7,2,1220.683,1058.788
0.8,0.8,0.8,0.7,3,1233.743,1086.983
0.8,0.8,0.8,0.7,4,1281.555,1140.785
0.8,0.8,0.8,0.7,5,1267.21,1113.48
0.8,0.8,0.8,0.7,6,1281.533,1141.116
0.8,0.8,0.8,0.7,7,1266.284,1107.629
0.8,0.8,0.8,0.7,8,1279.668,1138.353
0.8,0.8,0.8,0.7,9,1237.449,1091.152
0.8,0.8,0.8,0.8,0,1291.904,1170.921
0.8,0.8,0.8,0.8,1,1256.061,1136.518
0.8,0.8,0.8,0.8,2,1236.655,1106.804
0.8,0.8,0.8,0.8,3,1246.591,1123.112
0.8,0.8,0.8,0.8,4,1293.808,1171.988
0.8,0.8,0.8,0.8,5,1280.797,1156.614
0.8,0.8,0.8,0.8,6,1295.086,1180.204
0.8,0.8,0.8,0.8,7,1277.013,1145.867
0.8,0.8,0.8,0.8,8,1295.038,1181.119
0.8,0.8,0.8,0.8,9,1250.156,1126.464
0.8,0.8,0.8,0.9,0,1304.916,1214.766
0.8,0.8,0.8,0.9,1,1263.326,1168.364
0.8,0.8,0.8,0.9,2,1243.812,1139.332
0.8,0.8,0.8,0.9,3,1254.242,1153.696
0.8,0.8,0.8,0.9,4,1308.203,1215.116
0.8,0.8,0.8,0.9,5,1293.309,1202.108
0.8,0.8,0.8,0.9,6,1309.378,1226.165
0.8,0.8,0.8,0.9,7,1287.99,1184.191
0.8,0.8,0.8,0.9,8,1304.559,1216.335
0.8,0.8,0.8,0.9,9,1261.818,1168.306
0.8,0.8,1.0,0.1,0,983.175,672.096
0.8,0.8,1.0,0.1,1,966.472,658.2
0.8,0.8,1.0,0.1,2,981.726,654.621
0.8,0.8,1.0,0.1,3,950.169,635.137
0.8,0.8,1.0,0.1,4,983.952,672.504
0.8,0.8,1.0,0.1,5,988.349,668.772
0.8,0.8,1.0,0.1,6,988.672,680.162
0.8,0.8,1.0,0.1,7,996.018,675.233
0.8,0.8,1.0,0.1,8,990.32,692.464
0.8,0.8,1.0,0.1,9,967.408,652.786
0.8,0.8,1.0,0.2,0,1087.614,812.658
0.8,0.8,1.0,0.2,1,1050.518,774.119
0.8,0.8,1.0,0.2,2,1049.99,749.529
0.8,0.8,1.0,0.2,3,1041.145,760.101
0.8,0.8,1.0,0.2,4,1086.109,810.792
0.8,0.8,1.0,0.2,5,1075.538,787.858
0.8,0.8,1.0,0.2,6,1076.94,802.052
0.8,0.8,1.0,0.2,7,1090.589,802.244
0.8,0.8,1.0,0.2,8,1093.111,828.351
0.8,0.8,1.0,0.2,9,1051.295,765.348
0.8,0.8,1.0,0.3,0,1149.099,901.811
0.8,0.8,1.0,0.3,1,1109.438,859.589
0.8,0.8,1.0,0.3,2,1103.343,830.504
0.8,0.8,1.0,0.3,3,1105.859,853.553
0.8,0.8,1.0,0.3,4,1143.885,895.529
0.8,0.8,1.0,0.3,5,1136.597,877.919
0.8,0.8,1.0,0.3,6,1142.112,893.935
0.8,0.8,1.0,0.3,7,1146.279,885.508
0.8,0.8,1.0,0.3,8,1142.65,901.996
0.8,0.8,1.0,0.3,9,1112.042,857.097
0.8,0.8,1.0,0.4,0,1187.999,964.491
0.8,0.8,1.0,0.4,1,1149.463,923.888
0.8,0.8,1.0,0.4,2,1140.206,892.379
0.8,0.8,1.0,0.4,3,1147.963,921.56
0.8,0.8,1.0,0.4,4,1194.476,974.55
0.8,0.8,1.0,0.4,5,1180.847,948.714
0.8,0.8,1.0,0.4,6,1184.902,961.22
0.8,0.8,1.0,0.4,7,1184.246,946.327
0.8,0.8,1.0,0.4,8,1194.273,981.907
0.8,0.8,1.0,0.4,9,1148.384,917.209
0.8,0.8,1.0,0.5,0,1225.614,1028.457
0.8,0.8,1.0,0.5,1,1190.362,994.096
0.8,0.8,1.0,0.5,2,1171.217,949.515
0.8,0.8,1.0,0.5,3,1181.964,982.225
0.8,0.8,1.0,0.5,4,1232.184,1036.211
0.8,0.8,1.0,0.5,5,1218.39,1014.713
0.8,0.8,1.0,0.5,6,1221.849,1025.094
0.8,0.8,1.0,0.5,7,1217.483,1008.482
0.8,0.8,1.0,0.5,8,1225.491,1033.142
0.8,0.8,1.0,0.5,9,1183.338,977.62
0.8,0.8,1.0,0.6,0,1248.659,1074.146
0.8,0.8,1.0,0.6,1,1214.55,1042.203
0.8,0.8,1.0,0.6,2,1196.529,1001.447
0.8,0.8,1.0,0.6,3,1207.391,1030.188
0.8,0.8,1.0,0.6,4,1253.38,1080.305
0.8,0.8,1.0,0.6,5,1241.966,1059.393
0.8,0.8,1.0,0.6,6,1251.045,1078.131
0.8,0.8,1.0,0.6,7,1244.362,1057.485
0.8,0.8,1.0,0.6,8,1250.735,1082.938
0.8,0.8,1.0,0.6,9,1212.787,1035.003
0.8,0.8,1.0,0.7,0,1278.394,1131.202
0.8,0.8,1.0,0.7,1,1239.373,1094.145
0.8,0.8,1.0,0.7,2,1214.055,1045.901
0.8,0.8,1.0,0.7,3,1230.35,1079.915
0.8,0.8,1.0,0.7,4,1277.226,1128.368
0.8,0.8,1.0,0.7,5,1261.99,1101.944
0.8,0.8,1.0,0.7,6,1272.837,1124.326
0.8,0.8,1.0,0.7,7,1261.508,1100.421
0.8,0.8,1.0,0.7,8,1274.542,1128.026
0.8,0.8,1.0,0.7,9,1236.321,1085.903
0.8,0.8,1.0,0.8,0,1294.438,1168.821
0.8,0.8,1.0,0.8,1,1255.166,1135.017
0.8,0.8,1.0,0.8,2,1233.454,1101.161
0.8,0.8,1.0,0.8,3,1244.442,1118.681
0.8,0.8,1.0,0.8,4,1296.923,1174.361
0.8,0.8,1.0,0.8,5,1281.204,1151.523
0.8,0.8,1.0,0.8,6,1292.755,1174.86
0.8,0.8,1.0,0.8,7,1277.778,1142.033
0.8,0.8,1.0,0.8,8,1291.366,1172.207
0.8,0.8,1.0,0.8,9,1252.013,1126.357
0.8,0.8,1.0,0.9,0,1309.552,1219.062
0.8,0.8,1.0,0.9,1,1262.941,1163.318
0.8,0.8,1.0,0.9,2,1247.774,1143.617
0.8,0.8,1.0,0.9,3,1251.963,1153.244
0.8,0.8,1.0,0.9,4,1304.51,1209.872
0.8,0.8,1.0,0.9,5,1292.776,1196.449
0.8,0.8,1.0,0.9,6,1307.723,1223.167
0.8,0.8,1.0,0.9,7,1285.269,1179.112
0.8,0.8,1.0,0.9,8,1303.788,1215.444
0.8,0.8,1.0,0.9,9,1259.729,1165.512
