b_p,network,h_p,lambda,gamma,run_index,active_set,majority
0.01,upsjobs,0.5,1.0,0.2,6,699.27,356.761
0.01,upsjobs,0.5,1.0,0.2,7,699.672,358.097
0.01,upsjobs,0.5,1.0,0.2,8,701.969,360.317
0.01,upsjobs,0.5,1.0,0.2,9,699.236,357.795
0.01,upsjobs,0.5,1.0,0.3,0,709.249,380.214
0.01,upsjobs,0.5,1.0,0.3,1,711.66,383.691
0.01,upsjobs,0.5,1.0,0.3,2,710.326,381.094
0.01,upsjobs,0.5,1.0,0.3,3,711.127,382.458
0.01,upsjobs,0.5,1.0,0.3,4,711.057,381.548
0.01,upsjobs,0.5,1.0,0.3,5,711.802,382.504
0.01,upsjobs,0.5,1.0,0.3,6,709.977,381.42
0.01,upsjobs,0.5,1.0,0.3,7,710.563,382.127
0.01,upsjobs,0.5,1.0,0.3,8,710.987,381.275
0.01,upsjobs,0.5,1.0,0.3,9,711.726,384.017
0.01,upsjobs,0.5,1.0,0.4,0,718.695,404.58
0.01,upsjobs,0.5,1.0,0.4,1,716.326,402.655
0.01,upsjobs,0.5,1.0,0.4,2,718.051,404.872
0.01,upsjobs,0.5,1.0,0.4,3,719.971,406.374
0.01,upsjobs,0.5,1.0,0.4,4,720.406,408.353
0.01,upsjobs,0.5,1.0,0.4,5,718.978,404.273
0.01,upsjobs,0.5,1.0,0.4,6,718.435,405.415
0.01,upsjobs,0.5,1.0,0.4,7,717.706,402.478
0.01,upsjobs,0.5,1.0,0.4,8,718.184,404.415
0.01,upsjobs,0.5,1.0,0.4,9,718.787,402.855
0.01,upsjobs,0.5,1.0,0.5,0,724.721,429.876
0.01,upsjobs,0.5,1.0,0.5,1,722.612,428.09
0.01,upsjobs,0.5,1.0,0.5,2,723.56,428.34
0.01,upsjobs,0.5,1.0,0.5,3,724.184,430.67
0.01,upsjobs,0.5,1.0,0.5,4,723.882,427.399
0.01,upsjobs,0.5,1.0,0.5,5,724.032,428.515
0.01,upsjobs,0.5,1.0,0.5,6,724.959,428.61
0.01,upsjobs,0.5,1.0,0.5,7,723.987,426.219
0.01,upsjobs,0.5,1.0,0.5,8,725.424,429.074
0.01,upsjobs,0.5,1.0,0.5,9,722.643,425.439
0.01,upsjobs,0.5,1.0,0.6,0,725.25,447.846
0.01,upsjobs,0.5,1.0,0.6,1,726.561,444.768
0.01,upsjobs,0.5,1.0,0.6,2,726.212,448.729
0.01,upsjobs,0.5,1.0,0.6,3,725.389,447.371
0.01,upsjobs,0.5,1.0,0.6,4,725.743,447.139
0.01,upsjobs,0.5,1.0,0.6,5,724.005,448.143
0.01,upsjobs,0.5,1.0,0.6,6,726.471,448.848
0.01,upsjobs,0.5,1.0,0.6,7,726.106,446.543
0.01,upsjobs,0.5,1.0,0.6,8,726.484,450.076
0.01,upsjobs,0.5,1.0,0.6,9,726.143,447.885
0.01,upsjobs,0.5,1.0,0.7,0,725.871,467.042
0.01,upsjobs,0.5,1.0,0.7,1,724.133,467.148
0.01,upsjobs,0.5,1.0,0.7,2,725.484,466.191
0.01,upsjobs,0.5,1.0,0.7,3,725.036,468.934
0.01,upsjobs,0.5,1.0,0.7,4,725.817,468.461
0.01,upsjobs,0.5,1.0,0.7,5,725.356,466.272
0.01,upsjobs,0.5,1.0,0.7,6,723.717,466.377
0.01,upsjobs,0.5,1.0,0.7,7,723.755,465.807
0.01,upsjobs,0.5,1.0,0.7,8,725.339,465.926
0.01,upsjobs,0.5,1.0,0.7,9,725.219,466.871
0.01,upsjobs,0.5,1.0,0.8,0,719.662,485.432
0.01,upsjobs,0.5,1.0,0.8,1,720.171,484.53
0.01,upsjobs,0.5,1.0,0.8,2,719.782,485.07
0.01,upsjobs,0.5,1.0,0.8,3,720.316,485.217
0.01,upsjobs,0.5,1.0,0.8,4,720.958,485.419
0.01,upsjobs,0.5,1.0,0.8,5,720.111,485.632
0.01,upsjobs,0.5,1.0,0.8,6,720.132,485.042
0.01,upsjobs,0.5,1.0,0.8,7,719.983,484.213
0.01,upsjobs,0.5,1.0,0.8,8,720.927,486.382
0.01,upsjobs,0.5,1.0,0.8,9,721.241,486.87
0.01,upsjobs,0.5,1.0,0.9,0,708.475,502.52
0.01,upsjobs,0.5,1.0,0.9,1,709.432,502.801
0.01,upsjobs,0.5,1.0,0.9,2,711.356,503.393
0.01,upsjobs,0.5,1.0,0.9,3,710.259,503.798
0.01,upsjobs,0.5,1.0,0.9,4,710.52,503.126
0.01,upsjobs,0.5,1.0,0.9,5,710.405,502.843
0.01,upsjobs,0.5,1.0,0.9,6,709.312,503.816
0.01,upsjobs,0.5,1.0,0.9,7,710.229,503.729
0.01,upsjobs,0.5,1.0,0.9,8,709.865,503.12
0.01,upsjobs,0.5,1.0,0.9,9,708.655,501.465
0.01,upsjobs,0.8,0.0,0.1,0,727.953,493.364
0.01,upsjobs,0.8,0.0,0.1,1,728.346,492.123
0.01,upsjobs,0.8,0.0,0.1,2,729.313,497.268
0.01,upsjobs,0.8,0.0,0.1,3,729.448,493.662
0.01,upsjobs,0.8,0.0,0.1,4,728.794,494.405
0.01,upsjobs,0.8,0.0,0.1,5,728.022,493.476
0.01,upsjobs,0.8,0.0,0.1,6,728.733,497.719
0.01,upsjobs,0.8,0.0,0.1,7,728.668,494.629
0.01,upsjobs,0.8,0.0,0.1,8,727.364,492.973
0.01,upsjobs,0.8,0.0,0.1,9,727.792,493.306
0.01,upsjobs,0.8,0.0,0.2,0,729.735,493.945
0.01,upsjobs,0.8,0.0,0.2,1,728.943,495.122
0.01,upsjobs,0.8,0.0,0.2,2,728.566,491.4
0.01,upsjobs,0.8,0.0,0.2,3,728.784,493.827
0.01,upsjobs,0.8,0.0,0.2,4,728.192,494.005
0.01,upsjobs,0.8,0.0,0.2,5,727.812,495.923
0.01,upsjobs,0.8,0.0,0.2,6,727.998,493.601
0.01,upsjobs,0.8,0.0,0.2,7,728.615,495.452
0.01,upsjobs,0.8,0.0,0.2,8,727.81,493.465
0.01,upsjobs,0.8,0.0,0.2,9,728.045,495.13
0.01,upsjobs,0.8,0.0,0.3,0,727.486,492.287
0.01,upsjobs,0.8,0.0,0.3,1,727.924,495.394
0.01,upsjobs,0.8,0.0,0.3,2,728.59,495.433
0.01,upsjobs,0.8,0.0,0.3,3,728.873,491.881
0.01,upsjobs,0.8,0.0,0.3,4,727.865,491.922
0.01,upsjobs,0.8,0.0,0.3,5,726.811,490.178
0.01,upsjobs,0.8,0.0,0.3,6,729.358,494.614
0.01,upsjobs,0.8,0.0,0.3,7,727.874,491.178
0.01,upsjobs,0.8,0.0,0.3,8,728.204,492.501
0.01,upsjobs,0.8,0.0,0.3,9,729.258,494.938
0.01,upsjobs,0.8,0.0,0.4,0,727.884,493.285
0.01,upsjobs,0.8,0.0,0.4,1,727.921,491.562
0.01,upsjobs,0.8,0.0,0.4,2,728.776,489.626
0.01,upsjobs,0.8,0.0,0.4,3,729.782,496.136
0.01,upsjobs,0.8,0.0,0.4,4,728.109,492.281
0.01,upsjobs,0.8,0.0,0.4,5,727.795,494.368
0.01,upsjobs,0.8,0.0,0.4,6,728.849,493.665
0.01,upsjobs,0.8,0.0,0.4,7,728.6,493.621
0.01,upsjobs,0.8,0.0,0.4,8,728.736,494.343
0.01,upsjobs,0.8,0.0,0.4,9,728.066,495.109
0.01,upsjobs,0.8,0.0,0.5,0,727.921,493.45
0.01,upsjobs,0.8,0.0,0.5,1,728.422,493.7
0.01,upsjobs,0.8,0.0,0.5,2,728.573,493.168
0.01,upsjobs,0.8,0.0,0.5,3,727.398,493.314
0.01,upsjobs,0.8,0.0,0.5,4,728.92,494.063
0.01,upsjobs,0.8,0.0,0.5,5,728.006,493.681
0.01,upsjobs,0.8,0.0,0.5,6,726.809,491.54
0.01,upsjobs,0.8,0.0,0.5,7,728.456,496.193
0.01,upsjobs,0.8,0.0,0.5,8,727.66,494.785
0.01,upsjobs,0.8,0.0,0.5,9,729.172,495.424
0.01,upsjobs,0.8,0.0,0.6,0,729.774,494.394
0.01,upsjobs,0.8,0.0,0.6,1,727.825,495.106
0.01,upsjobs,0.8,0.0,0.6,2,728.704,493.846
0.01,upsjobs,0.8,0.0,0.6,3,727.964,493.948
0.01,upsjobs,0.8,0.0,0.6,4,727.161,492.563
0.01,upsjobs,0.8,0.0,0.6,5,727.811,493.512
0.01,upsjobs,0.8,0.0,0.6,6,728.246,492.393
0.01,upsjobs,0.8,0.0,0.6,7,728.164,493.238
0.01,upsjobs,0.8,0.0,0.6,8,728.604,493.181
0.01,upsjobs,0.8,0.0,0.6,9,727.621,491.895
0.01,upsjobs,0.8,0.0,0.7,0,729.485,493.563
0.01,upsjobs,0.8,0.0,0.7,1,727.85,494.979
0.01,upsjobs,0.8,0.0,0.7,2,727.324,493.581
0.01,upsjobs,0.8,0.0,0.7,3,728.129,493.045
0.01,upsjobs,0.8,0.0,0.7,4,727.883,494.676
0.01,upsjobs,0.8,0.0,0.7,5,728.497,493.572
0.01,upsjobs,0.8,0.0,0.7,6,727.676,492.481
0.01,upsjobs,0.8,0.0,0.7,7,729.098,495.044
0.01,upsjobs,0.8,0.0,0.7,8,728.919,493.694
0.01,upsjobs,0.8,0.0,0.7,9,726.984,495.21
0.01,upsjobs,0.8,0.0,0.8,0,728.819,492.971
0.01,upsjobs,0.8,0.0,0.8,1,729.251,497.187
0.01,upsjobs,0.8,0.0,0.8,2,729.167,491.577
0.01,upsjobs,0.8,0.0,0.8,3,727.859,493.559
0.01,upsjobs,0.8,0.0,0.8,4,728.472,493.296
0.01,upsjobs,0.8,0.0,0.8,5,728.925,494.643
0.01,upsjobs,0.8,0.0,0.8,6,728.935,494.421
0.01,upsjobs,0.8,0.0,0.8,7,729.065,495.628
0.01,upsjobs,0.8,0.0,0.8,8,728.715,493.063
0.01,upsjobs,0.8,0.0,0.8,9,729.043,492.338
0.01,upsjobs,0.8,0.0,0.9,0,727.953,492.849
0.01,upsjobs,0.8,0.0,0.9,1,728.274,492.741
0.01,upsjobs,0.8,0.0,0.9,2,729.399,494.904
0.01,upsjobs,0.8,0.0,0.9,3,729.604,496.424
0.01,upsjobs,0.8,0.0,0.9,4,728.277,493.663
0.01,upsjobs,0.8,0.0,0.9,5,727.279,494.209
0.01,upsjobs,0.8,0.0,0.9,6,728.858,493.593
0.01,upsjobs,0.8,0.0,0.9,7,728.086,493.428
0.01,upsjobs,0.8,0.0,0.9,8,729.219,492.611
0.01,upsjobs,0.8,0.0,0.9,9,728.252,494.166
0.01,upsjobs,0.8,0.2,0.1,0,711.368,414.992
0.01,upsjobs,0.8,0.2,0.1,1,711.924,412.88
0.01,upsjobs,0.8,0.2,0.1,2,711.585,414.042
0.01,upsjobs,0.8,0.2,0.1,3,712.035,414.287
0.01,upsjobs,0.8,0.2,0.1,4,712.202,411.974
0.01,upsjobs,0.8,0.2,0.1,5,712.939,417.899
0.01,upsjobs,0.8,0.2,0.1,6,712.592,417.416
0.01,upsjobs,0.8,0.2,0.1,7,711.696,415.138
0.01,upsjobs,0.8,0.2,0.1,8,712.619,417.901
0.01,upsjobs,0.8,0.2,0.1,9,710.953,413.742
0.01,upsjobs,0.8,0.2,0.2,0,718.83,439.768
0.01,upsjobs,0.8,0.2,0.2,1,719.672,439.248
0.01,upsjobs,0.8,0.2,0.2,2,720.458,439.285
0.01,upsjobs,0.8,0.2,0.2,3,720.055,440.73
0.01,upsjobs,0.8,0.2,0.2,4,719.308,439.883
0.01,upsjobs,0.8,0.2,0.2,5,719.5,438.165
0.01,upsjobs,0.8,0.2,0.2,6,719.073,436.769
0.01,upsjobs,0.8,0.2,0.2,7,720.762,437.315
0.01,upsjobs,0.8,0.2,0.2,8,720.414,441.972
0.01,upsjobs,0.8,0.2,0.2,9,720.007,436.656
0.01,upsjobs,0.8,0.2,0.3,0,724.813,453.419
0.01,upsjobs,0.8,0.2,0.3,1,722.422,451.567
0.01,upsjobs,0.8,0.2,0.3,2,724.176,453.148
0.01,upsjobs,0.8,0.2,0.3,3,723.309,451.29
0.01,upsjobs,0.8,0.2,0.3,4,724.372,450.833
0.01,upsjobs,0.8,0.2,0.3,5,723.659,453.52
0.01,upsjobs,0.8,0.2,0.3,6,723.392,453.086
0.01,upsjobs,0.8,0.2,0.3,7,722.943,451.374
0.01,upsjobs,0.8,0.2,0.3,8,723.993,451.695
0.01,upsjobs,0.8,0.2,0.3,9,723.355,450.077
0.01,upsjobs,0.8,0.2,0.4,0,725.239,463.789
0.01,upsjobs,0.8,0.2,0.4,1,726.083,463.644
0.01,upsjobs,0.8,0.2,0.4,2,726.902,465.585
0.01,upsjobs,0.8,0.2,0.4,3,725.647,465.137
0.01,upsjobs,0.8,0.2,0.4,4,726.07,463.926
0.01,upsjobs,0.8,0.2,0.4,5,725.995,463.469
0.01,upsjobs,0.8,0.2,0.4,6,725.45,466.176
0.01,upsjobs,0.8,0.2,0.4,7,726.165,463.37
0.01,upsjobs,0.8,0.2,0.4,8,726.621,464.86
0.01,upsjobs,0.8,0.2,0.4,9,725.158,464.229
0.01,upsjobs,0.8,0.2,0.5,0,728.893,476.455
0.01,upsjobs,0.8,0.2,0.5,1,727.039,472.774
0.01,upsjobs,0.8,0.2,0.5,2,728.543,477.291
0.01,upsjobs,0.8,0.2,0.5,3,727.183,475.14
0.01,upsjobs,0.8,0.2,0.5,4,726.447,473.395
0.01,upsjobs,0.8,0.2,0.5,5,726.78,473.488
0.01,upsjobs,0.8,0.2,0.5,6,727.799,477.645
0.01,upsjobs,0.8,0.2,0.5,7,725.538,473.825
0.01,upsjobs,0.8,0.2,0.5,8,725.716,475.24
0.01,upsjobs,0.8,0.2,0.5,9,727.137,472.739
0.01,upsjobs,0.8,0.2,0.6,0,727.649,485.248
0.01,upsjobs,0.8,0.2,0.6,1,728.863,484.778
0.01,upsjobs,0.8,0.2,0.6,2,727.449,486.357
0.01,upsjobs,0.8,0.2,0.6,3,728.379,488.119
0.01,upsjobs,0.8,0.2,0.6,4,727.488,486.609
0.01,upsjobs,0.8,0.2,0.6,5,728.586,485.255
0.01,upsjobs,0.8,0.2,0.6,6,726.828,484.133
0.01,upsjobs,0.8,0.2,0.6,7,728.915,486.931
0.01,upsjobs,0.8,0.2,0.6,8,728.567,486.368
0.01,upsjobs,0.8,0.2,0.6,9,728.997,488.354
0.01,upsjobs,0.8,0.2,0.7,0,728.846,497.798
0.01,upsjobs,0.8,0.2,0.7,1,729.537,497.048
0.01,upsjobs,0.8,0.2,0.7,2,728.033,497.447
0.01,upsjobs,0.8,0.2,0.7,3,728.186,497.001
0.01,upsjobs,0.8,0.2,0.7,4,729.921,495.563
0.01,upsjobs,0.8,0.2,0.7,5,727.807,496.295
0.01,upsjobs,0.8,0.2,0.7,6,727.825,494.237
0.01,upsjobs,0.8,0.2,0.7,7,727.984,493.87
0.01,upsjobs,0.8,0.2,0.7,8,728.718,495.478
0.01,upsjobs,0.8,0.2,0.7,9,728.46,497.539
0.01,upsjobs,0.8,0.2,0.8,0,727.387,507.707
0.01,upsjobs,0.8,0.2,0.8,1,729.023,505.86
0.01,upsjobs,0.8,0.2,0.8,2,727.411,505.633
0.01,upsjobs,0.8,0.2,0.8,3,726.535,507.548
0.01,upsjobs,0.8,0.2,0.8,4,727.282,504.471
0.01,upsjobs,0.8,0.2,0.8,5,727.115,506.819
0.01,upsjobs,0.8,0.2,0.8,6,728.124,509.182
0.01,upsjobs,0.8,0.2,0.8,7,729.391,505.432
0.01,upsjobs,0.8,0.2,0.8,8,727.957,503.045
0.01,upsjobs,0.8,0.2,0.8,9,727.069,506.762
0.01,upsjobs,0.8,0.2,0.9,0,725.358,520.465
0.01,upsjobs,0.8,0.2,0.9,1,725.384,520.551
0.01,upsjobs,0.8,0.2,0.9,2,725.48,520.412
0.01,upsjobs,0.8,0.2,0.9,3,724.421,522.087
0.01,upsjobs,0.8,0.2,0.9,4,725.971,522.549
0.01,upsjobs,0.8,0.2,0.9,5,725.905,519.924
0.01,upsjobs,0.8,0.2,0.9,6,725.444,520.552
0.01,upsjobs,0.8,0.2,0.9,7,725.638,521.305
0.01,upsjobs,0.8,0.2,0.9,8,724.989,522.016
0.01,upsjobs,0.8,0.2,0.9,9,725.298,522.08
0.01,upsjobs,0.8,0.5,0.1,0,690.115,364.87
0.01,upsjobs,0.8,0.5,0.1,1,690.319,365.921
0.01,upsjobs,0.8,0.5,0.1,2,690.563,367.156
0.01,upsjobs,0.8,0.5,0.1,3,689.618,365.003
0.01,upsjobs,0.8,0.5,0.1,4,690.358,367.195
0.01,upsjobs,0.8,0.5,0.1,5,692.253,369.118
0.01,upsjobs,0.8,0.5,0.1,6,689.795,366.143
0.01,upsjobs,0.8,0.5,0.1,7,689.726,364.884
0.01,upsjobs,0.8,0.5,0.1,8,691.429,367.857
0.01,upsjobs,0.8,0.5,0.1,9,689.512,365.394
0.01,upsjobs,0.8,0.5,0.2,0,704.407,395.383
0.01,upsjobs,0.8,0.5,0.2,1,703.926,397.61
0.01,upsjobs,0.8,0.5,0.2,2,705.601,399.705
0.01,upsjobs,0.8,0.5,0.2,3,706.274,399.678
0.01,upsjobs,0.8,0.5,0.2,4,704.396,397.95
0.01,upsjobs,0.8,0.5,0.2,5,705.433,397.908
0.01,upsjobs,0.8,0.5,0.2,6,704.688,397.559
0.01,upsjobs,0.8,0.5,0.2,7,707.028,398.65
0.01,upsjobs,0.8,0.5,0.2,8,705.48,396.637
0.01,upsjobs,0.8,0.5,0.2,9,706.188,398.391
0.01,upsjobs,0.8,0.5,0.3,0,713.069,419.712
0.01,upsjobs,0.8,0.5,0.3,1,715.659,420.982
0.01,upsjobs,0.8,0.5,0.3,2,715.107,422.556
0.01,upsjobs,0.8,0.5,0.3,3,712.961,419.803
0.01,upsjobs,0.8,0.5,0.3,4,713.369,420.329
0.01,upsjobs,0.8,0.5,0.3,5,715.283,422.1
0.01,upsjobs,0.8,0.5,0.3,6,714.169,419.918
0.01,upsjobs,0.8,0.5,0.3,7,714.79,420.135
0.01,upsjobs,0.8,0.5,0.3,8,714.526,422.221
0.01,upsjobs,0.8,0.5,0.3,9,715.477,421.906
0.01,upsjobs,0.8,0.5,0.4,0,720.409,443.125
0.01,upsjobs,0.8,0.5,0.4,1,721.742,446.458
0.01,upsjobs,0.8,0.5,0.4,2,722.87,444.833
0.01,upsjobs,0.8,0.5,0.4,3,722.346,445.874
0.01,upsjobs,0.8,0.5,0.4,4,721.96,445.64
0.01,upsjobs,0.8,0.5,0.4,5,720.646,444.278
0.01,upsjobs,0.8,0.5,0.4,6,721.803,443.33
0.01,upsjobs,0.8,0.5,0.4,7,720.225,442.765
0.01,upsjobs,0.8,0.5,0.4,8,719.897,442.172
0.01,upsjobs,0.8,0.5,0.4,9,720.133,442.937
0.01,upsjobs,0.8,0.5,0.5,0,725.391,462.818
0.01,upsjobs,0.8,0.5,0.5,1,724.981,460.326
0.01,upsjobs,0.8,0.5,0.5,2,725.638,462.945
0.01,upsjobs,0.8,0.5,0.5,3,725.334,465.155
0.01,upsjobs,0.8,0.5,0.5,4,725.105,461.96
0.01,upsjobs,0.8,0.5,0.5,5,724.928,461.721
0.01,upsjobs,0.8,0.5,0.5,6,724.845,462.418
0.01,upsjobs,0.8,0.5,0.5,7,724.028,458.728
0.01,upsjobs,0.8,0.5,0.5,8,725.966,463.351
0.01,upsjobs,0.8,0.5,0.5,9,726.243,463.415
0.01,upsjobs,0.8,0.5,0.6,0,727.496,481.651
0.01,upsjobs,0.8,0.5,0.6,1,727.254,478.1
0.01,upsjobs,0.8,0.5,0.6,2,728.465,479.329
0.01,upsjobs,0.8,0.5,0.6,3,728.549,481.584
0.01,upsjobs,0.8,0.5,0.6,4,727.575,480.94
0.01,upsjobs,0.8,0.5,0.6,5,728.923,482.281
0.01,upsjobs,0.8,0.5,0.6,6,727.589,478.216
0.01,upsjobs,0.8,0.5,0.6,7,728.584,482.275
0.01,upsjobs,0.8,0.5,0.6,8,728.084,482.692
0.01,upsjobs,0.8,0.5,0.6,9,728.247,480.77
0.01,upsjobs,0.8,0.5,0.7,0,728.413,498.377
0.01,upsjobs,0.8,0.5,0.7,1,727.982,494.341
0.01,upsjobs,0.8,0.5,0.7,2,728.168,494.929
0.01,upsjobs,0.8,0.5,0.7,3,728.062,497.478
0.01,upsjobs,0.8,0.5,0.7,4,727.83,494.071
0.01,upsjobs,0.8,0.5,0.7,5,728.216,497.668
0.01,upsjobs,0.8,0.5,0.7,6,727.787,495.816
0.01,upsjobs,0.8,0.5,0.7,7,728.465,498.627
0.01,upsjobs,0.8,0.5,0.7,8,728.464,496.089
0.01,upsjobs,0.8,0.5,0.7,9,728.046,498.719
0.01,upsjobs,0.8,0.5,0.8,0,727.348,515.226
0.01,upsjobs,0.8,0.5,0.8,1,727.147,516.654
0.01,upsjobs,0.8,0.5,0.8,2,726.681,516.165
0.01,upsjobs,0.8,0.5,0.8,3,728.099,516.283
0.01,upsjobs,0.8,0.5,0.8,4,726.193,517.624
0.01,upsjobs,0.8,0.5,0.8,5,726.448,514.705
0.01,upsjobs,0.8,0.5,0.8,6,726.505,515.215
0.01,upsjobs,0.8,0.5,0.8,7,726.917,518.716
0.01,upsjobs,0.8,0.5,0.8,8,727.499,516.958
0.01,upsjobs,0.8,0.5,0.8,9,725.725,518.181
0.01,upsjobs,0.8,0.5,0.9,0,719.965,538.43
0.01,upsjobs,0.8,0.5,0.9,1,721.048,537.224
0.01,upsjobs,0.8,0.5,0.9,2,720.688,537.623
0.01,upsjobs,0.8,0.5,0.9,3,719.419,536.924
0.01,upsjobs,0.8,0.5,0.9,4,720.372,535.942
0.01,upsjobs,0.8,0.5,0.9,5,720.315,538.694
0.01,upsjobs,0.8,0.5,0.9,6,721.317,536.608
0.01,upsjobs,0.8,0.5,0.9,7,719.191,537.015
0.01,upsjobs,0.8,0.5,0.9,8,720.2,537.765
0.01,upsjobs,0.8,0.5,0.9,9,719.096,537.367
0.01,upsjobs,0.8,0.8,0.1,0,682.194,352.679
0.01,upsjobs,0.8,0.8,0.1,1,683.395,353.165
0.01,upsjobs,0.8,0.8,0.1,2,681.206,352.357
0.01,upsjobs,0.8,0.8,0.1,3,679.666,349.005
0.01,upsjobs,0.8,0.8,0.1,4,680.109,350.378
0.01,upsjobs,0.8,0.8,0.1,5,682.175,352.258
0.01,upsjobs,0.8,0.8,0.1,6,681.302,351.826
0.01,upsjobs,0.8,0.8,0.1,7,681.894,353.386
0.01,upsjobs,0.8,0.8,0.1,8,680.942,351.417
0.01,upsjobs,0.8,0.8,0.1,9,680.97,352.268
0.01,upsjobs,0.8,0.8,0.2,0,695.431,375.619
0.01,upsjobs,0.8,0.8,0.2,1,696.006,377.409
0.01,upsjobs,0.8,0.8,0.2,2,696.109,375.658
0.01,upsjobs,0.8,0.8,0.2,3,695.466,376.73
0.01,upsjobs,0.8,0.8,0.2,4,695.365,376.228
0.01,upsjobs,0.8,0.8,0.2,5,694.642,374.964
0.01,upsjobs,0.8,0.8,0.2,6,693.677,374.01
0.01,upsjobs,0.8,0.8,0.2,7,693.968,374.056
0.01,upsjobs,0.8,0.8,0.2,8,695.949,378.241
0.01,upsjobs,0.8,0.8,0.2,9,694.63,375.502
0.01,upsjobs,0.8,0.8,0.3,0,708.962,406.294
0.01,upsjobs,0.8,0.8,0.3,1,708.761,404.549
0.01,upsjobs,0.8,0.8,0.3,2,709.513,405.107
0.01,upsjobs,0.8,0.8,0.3,3,708.857,405.385
0.01,upsjobs,0.8,0.8,0.3,4,708.552,405.212
0.01,upsjobs,0.8,0.8,0.3,5,708.51,403.618
0.01,upsjobs,0.8,0.8,0.3,6,708.787,404.668
0.01,upsjobs,0.8,0.8,0.3,7,706.637,403.148
0.01,upsjobs,0.8,0.8,0.3,8,709.085,405.232
0.01,upsjobs,0.8,0.8,0.3,9,706.865,403.296
0.01,upsjobs,0.8,0.8,0.4,0,717.462,431.968
0.01,upsjobs,0.8,0.8,0.4,1,717.516,431.48
0.01,upsjobs,0.8,0.8,0.4,2,717.899,430.246
0.01,upsjobs,0.8,0.8,0.4,3,718.44,432.143
0.01,upsjobs,0.8,0.8,0.4,4,717.625,431.864
0.01,upsjobs,0.8,0.8,0.4,5,717.36,432.231
0.01,upsjobs,0.8,0.8,0.4,6,718.671,431.868
0.01,upsjobs,0.8,0.8,0.4,7,718.08,431.21
0.01,upsjobs,0.8,0.8,0.4,8,718.098,430.125
0.01,upsjobs,0.8,0.8,0.4,9,718.022,431.457
0.01,upsjobs,0.8,0.8,0.5,0,724.155,456.778
0.01,upsjobs,0.8,0.8,0.5,1,723.749,453.97
0.01,upsjobs,0.8,0.8,0.5,2,724.675,456.904
0.01,upsjobs,0.8,0.8,0.5,3,723.03,454.585
0.01,upsjobs,0.8,0.8,0.5,4,723.504,454.075
0.01,upsjobs,0.8,0.8,0.5,5,722.599,454.473
0.01,upsjobs,0.8,0.8,0.5,6,724.832,454.473
0.01,upsjobs,0.8,0.8,0.5,7,723.704,456.516
0.01,upsjobs,0.8,0.8,0.5,8,724.019,454.227
0.01,upsjobs,0.8,0.8,0.5,9,725.503,456.16
0.01,upsjobs,0.8,0.8,0.6,0,727.379,476.821
0.01,upsjobs,0.8,0.8,0.6,1,726.403,475.765
0.01,upsjobs,0.8,0.8,0.6,2,727.242,475.999
0.01,upsjobs,0.8,0.8,0.6,3,727.398,475.063
0.01,upsjobs,0.8,0.8,0.6,4,727.784,477.278
0.01,upsjobs,0.8,0.8,0.6,5,728.237,477.573
0.01,upsjobs,0.8,0.8,0.6,6,727.47,474.334
0.01,upsjobs,0.8,0.8,0.6,7,727.746,477.492
0.01,upsjobs,0.8,0.8,0.6,8,726.116,475.004
0.01,upsjobs,0.8,0.8,0.6,9,727.489,477.28
0.01,upsjobs,0.8,0.8,0.7,0,728.958,500.519
0.01,upsjobs,0.8,0.8,0.7,1,727.269,497.17
0.01,upsjobs,0.8,0.8,0.7,2,728.952,498.277
0.01,upsjobs,0.8,0.8,0.7,3,729.047,499.044
0.01,upsjobs,0.8,0.8,0.7,4,729.076,500.132
0.01,upsjobs,0.8,0.8,0.7,5,727.762,498.132
0.01,upsjobs,0.8,0.8,0.7,6,728.829,498.178
0.01,upsjobs,0.8,0.8,0.7,7,727.956,498.239
0.01,upsjobs,0.8,0.8,0.7,8,729.19,498.293
0.01,upsjobs,0.8,0.8,0.7,9,727.229,497.872
0.01,upsjobs,0.8,0.8,0.8,0,725.286,521.832
0.01,upsjobs,0.8,0.8,0.8,1,723.909,520.841
0.01,upsjobs,0.8,0.8,0.8,2,724.162,522.778
0.01,upsjobs,0.8,0.8,0.8,3,724.539,521.571
0.01,upsjobs,0.8,0.8,0.8,4,724.835,521.975
0.01,upsjobs,0.8,0.8,0.8,5,724.895,521.627
0.01,upsjobs,0.8,0.8,0.8,6,724.479,518.419
0.01,upsjobs,0.8,0.8,0.8,7,724.933,523.017
0.01,upsjobs,0.8,0.8,0.8,8,724.381,520.93
0.01,upsjobs,0.8,0.8,0.8,9,724.928,521.463
0.01,upsjobs,0.8,0.8,0.9,0,716.856,545.084
0.01,upsjobs,0.8,0.8,0.9,1,717.225,543.119
0.01,upsjobs,0.8,0.8,0.9,2,718.624,544.762
0.01,upsjobs,0.8,0.8,0.9,3,716.487,542.716
0.01,upsjobs,0.8,0.8,0.9,4,717.177,542.094
0.01,upsjobs,0.8,0.8,0.9,5,717.284,544.848
0.01,upsjobs,0.8,0.8,0.9,6,717.771,543.735
0.01,upsjobs,0.8,0.8,0.9,7,717.537,543.916
0.01,upsjobs,0.8,0.8,0.9,8,717.738,543.688
0.01,upsjobs,0.8,0.8,0.9,9,717.453,541.862
0.01,upsjobs,0.8,1.0,0.1,0,677.488,345.459
0.01,upsjobs,0.8,1.0,0.1,1,676.72,344.999
